iso_code,ano,total_ghg,total_ghg_excluding_lucf
MDG,1954,101.386,1.337
MDG,1955,103.48,1.379
MDG,1956,105.53,1.423
MDG,1957,109.116,1.448
MDG,1958,113.006,1.537
MDG,1959,114.179,1.568
MDG,1960,116.964,1.625
MDG,1961,87.785,1.61
MDG,1962,70.024,1.681
MDG,1963,64.482,1.779
MDG,1964,62.535,1.834
MDG,1965,63.382,1.942
MDG,1966,62.031,1.999
MDG,1967,62.047,2.301
MDG,1968,61.633,2.409
MDG,1969,58.788,2.386
MDG,1970,56.691,2.576
MDG,1971,55.993,2.674
MDG,1972,57.49,2.978
MDG,1973,62.286,2.81
MDG,1974,92.088,2.971
MDG,1975,103.808,3.524
MDG,1976,95.796,2.871
MDG,1977,104.113,2.768
MDG,1978,89.648,3.008
MDG,1979,80.103,3.193
MDG,1980,73.352,3.787
MDG,1981,69.493,3.309
MDG,1982,70.787,3.588
MDG,1983,66.9,3.442
MDG,1984,66.857,3.816
MDG,1985,62.506,4.011
MDG,1986,61.176,4.205
MDG,1987,63.109,4.557
MDG,1988,60.27,4.788
MDG,1989,63.155,4.275
MDG,1990,63.675,4.569
MDG,1991,66.459,4.805
MDG,1992,77.33,4.963
MDG,1993,76.857,5.262
MDG,1994,88.44,5.218
MDG,1995,84.089,5.592
MDG,1996,105.494,5.883
MDG,1997,123.463,6.186
MDG,1998,156.279,6.627
MDG,1999,146.661,7.006
MDG,2000,129.015,7.562
MDG,2001,100.201,7.436
MDG,2002,88.007,6.859
MDG,2003,84.511,7.685
MDG,2004,78.9,7.987
MDG,2005,77.901,8.294
MDG,2006,76.113,8.447
MDG,2007,78.425,8.858
MDG,2008,74.805,9.171
MDG,2009,72.601,9.341
MDG,2010,70.562,9.787
MDG,2011,66.278,10.577
MDG,2012,62.335,11.241
MDG,2013,60.695,12.024
MDG,2014,57.014,12.221
MDG,2015,59.015,12.758
MDG,2016,60.306,12.534
MDG,2017,59.58,13.409
MDG,2018,56.14,13.348
MDG,2019,57.311,14.581
MDG,2020,56.464,14.524
MDG,2021,56.742,15.256
MDG,2022,57.083,15.291
MDG,2023,57.834,15.898
MWI,1850,1.216,0.184
MWI,1851,1.172,0.184
MWI,1852,1.122,0.185
MWI,1853,1.124,0.185
MWI,1854,1.118,0.185
MWI,1855,1.093,0.186
MWI,1856,1.129,0.186
MWI,1857,1.091,0.186
MWI,1858,1.081,0.186
MWI,1859,1.08,0.187
MWI,1860,1.067,0.187
MWI,1861,1.083,0.188
MWI,1862,1.267,0.189
MWI,1863,1.13,0.193
MWI,1864,1.117,0.194
MWI,1865,1.107,0.195
MWI,1866,1.112,0.196
MWI,1867,1.09,0.197
MWI,1868,1.108,0.198
MWI,1869,1.122,0.199
MWI,1870,1.121,0.2
MWI,1871,1.124,0.201
MWI,1872,1.149,0.203
MWI,1873,1.169,0.204
MWI,1874,1.177,0.206
MWI,1875,1.204,0.208
MWI,1876,1.194,0.209
MWI,1877,1.207,0.211
MWI,1878,1.19,0.213
MWI,1879,1.196,0.215
MWI,1880,1.21,0.216
MWI,1881,1.239,0.217
MWI,1882,1.289,0.219
MWI,1883,1.291,0.22
MWI,1884,1.28,0.222
MWI,1885,1.285,0.223
MWI,1886,1.352,0.225
MWI,1887,1.359,0.226
MWI,1888,1.346,0.228
MWI,1889,1.349,0.229
MWI,1890,1.338,0.23
MWI,1891,1.397,0.232
MWI,1892,1.545,0.233
MWI,1893,1.447,0.235
MWI,1894,1.43,0.237
MWI,1895,1.458,0.24
MWI,1896,1.516,0.242
MWI,1897,1.504,0.244
MWI,1898,1.488,0.246
MWI,1899,1.583,0.248
MWI,1900,1.593,0.251
MWI,1901,1.645,0.255
MWI,1902,1.668,0.265
MWI,1903,1.713,0.275
MWI,1904,1.949,0.287
MWI,1905,1.855,0.275
MWI,1906,1.832,0.288
MWI,1907,1.91,0.291
MWI,1908,1.927,0.296
MWI,1909,1.932,0.304
MWI,1910,2.156,0.3
MWI,1911,2.275,0.311
MWI,1912,2.411,0.321
MWI,1913,2.477,0.329
MWI,1914,2.604,0.341
MWI,1915,2.649,0.35
MWI,1916,2.865,0.362
MWI,1917,3.102,0.369
MWI,1918,3.099,0.387
MWI,1919,3.069,0.392
MWI,1920,3.362,0.397
MWI,1921,3.628,0.404
MWI,1922,3.808,0.411
MWI,1923,4.121,0.415
MWI,1924,4.132,0.428
MWI,1925,4.573,0.436
MWI,1926,4.818,0.455
MWI,1927,4.753,0.461
MWI,1928,4.641,0.476
MWI,1929,4.942,0.488
MWI,1930,5.502,0.501
MWI,1931,6.368,0.522
MWI,1932,6.897,0.534
MWI,1933,7.163,0.549
MWI,1934,7.145,0.563
MWI,1935,7.699,0.578
MWI,1936,7.911,0.593
MWI,1937,7.784,0.608
MWI,1938,8.366,0.624
MWI,1939,8.269,0.638
MWI,1940,11.078,0.649
MWI,1941,14.131,0.667
MWI,1942,15.661,0.694
MWI,1943,16.465,0.716
MWI,1944,17.643,0.732
MWI,1945,17.858,0.75
MWI,1946,19.112,0.769
MWI,1947,19.254,0.787
MWI,1948,20.295,0.805
MWI,1949,19.052,0.822
MWI,1950,24.172,1.118
MWI,1951,20.608,1.157
MWI,1952,18.337,1.204
MWI,1953,16.906,1.245
MWI,1954,16.028,1.292
MWI,1955,16.389,1.369
MWI,1956,16.596,1.423
MWI,1957,15.92,1.452
MWI,1958,15.643,1.42
MWI,1959,15.107,1.484
MWI,1960,17.322,1.479
MWI,1961,20.97,1.431
MWI,1962,21.743,1.438
MWI,1963,22.228,1.443
MWI,1964,29.311,1.444
MWI,1965,29.272,1.482
MWI,1966,23.033,1.585
MWI,1967,23.518,1.546
MWI,1968,21.55,1.592
MWI,1969,17.816,1.607
MWI,1970,22.372,1.758
MWI,1971,21.625,1.827
MWI,1972,20.348,1.899
MWI,1973,16.925,1.95
MWI,1974,14.387,1.954
MWI,1975,12.294,2.03
MWI,1976,12.46,2.09
MWI,1977,12.932,2.18
MWI,1978,11.953,2.251
MWI,1979,8.939,2.261
MWI,1980,12.476,2.385
MWI,1981,14.105,2.339
MWI,1982,11.213,2.412
MWI,1983,11.306,2.439
MWI,1984,11.644,2.442
MWI,1985,15.015,2.536
MWI,1986,13.92,2.654
MWI,1987,13.879,2.784
MWI,1988,14.9,2.897
MWI,1989,16.643,3.061
MWI,1990,18.429,3.63
MWI,1991,15.95,3.717
MWI,1992,13.227,3.747
MWI,1993,10.492,3.788
MWI,1994,17.121,3.841
MWI,1995,18.866,3.861
MWI,1996,19.298,3.894
MWI,1997,24.039,3.915
MWI,1998,25.781,4.021
MWI,1999,24.67,4.142
MWI,2000,24.541,4.204
MWI,2001,22.507,4.165
MWI,2002,25.073,4.317
MWI,2003,23.955,4.48
MWI,2004,28.468,4.546
MWI,2005,27.469,4.61
MWI,2006,25.688,4.694
MWI,2007,27.9,4.872
MWI,2008,27.968,5.059
MWI,2009,24.02,5.182
MWI,2010,23.831,5.298
MWI,2011,22.567,5.529
MWI,2012,22.834,5.676
MWI,2013,24.279,5.843
MWI,2014,24.351,5.871
MWI,2015,24.351,6.025
MWI,2016,23.82,6.288
MWI,2017,24.102,6.433
MWI,2018,25.794,7.09
MWI,2019,27.212,7.237
MWI,2020,27.366,7.434
MWI,2021,27.583,7.686
MWI,2022,29.113,7.684
MWI,2023,29.712,7.836
MYS,1850,14.452,0.177
MYS,1851,-4.975,0.181
MYS,1852,18.226,0.184
MYS,1853,30.904,0.188
MYS,1854,13.719,0.192
MYS,1855,24.422,0.195
MYS,1856,11.418,0.199
MYS,1857,31.138,0.203
MYS,1858,-4.349,0.206
MYS,1859,8.286,0.21
MYS,1860,26.587,0.213
MYS,1861,14.585,0.217
MYS,1862,33.082,0.22
MYS,1863,26.39,0.224
MYS,1864,17.459,0.228
MYS,1865,18.238,0.231
MYS,1866,8.457,0.235
MYS,1867,20.738,0.239
MYS,1868,16.489,0.242
MYS,1869,18.029,0.246
MYS,1870,1.095,0.25
MYS,1871,30.859,0.263
MYS,1872,30.949,0.276
MYS,1873,1.935,0.29
MYS,1874,17.146,0.304
MYS,1875,32.13,0.318
MYS,1876,55.919,0.333
MYS,1877,-1.116,0.349
MYS,1878,4.455,0.364
MYS,1879,24.913,0.379
MYS,1880,15.042,0.394
MYS,1881,36.709,0.398
MYS,1882,56.824,0.402
MYS,1883,45.151,0.407
MYS,1884,36.561,0.411
MYS,1885,35.108,0.417
MYS,1886,31.142,0.423
MYS,1887,23.594,0.429
MYS,1888,22.958,0.435
MYS,1889,40.734,0.442
MYS,1890,37.044,0.456
MYS,1891,45.827,0.486
MYS,1892,31.79,0.534
MYS,1893,20.704,0.516
MYS,1894,24.055,0.571
MYS,1895,14.926,0.653
MYS,1896,28.506,0.686
MYS,1897,40.879,0.673
MYS,1898,15.04,0.729
MYS,1899,30.558,0.742
MYS,1900,29.327,0.699
MYS,1901,24.547,0.705
MYS,1902,37.753,0.726
MYS,1903,26.847,0.744
MYS,1904,16.617,0.744
MYS,1905,40.794,0.77
MYS,1906,50.759,0.786
MYS,1907,49.632,0.857
MYS,1908,48.556,0.881
MYS,1909,44.741,0.979
MYS,1910,27.24,1.066
MYS,1911,77.856,0.857
MYS,1912,72.324,0.901
MYS,1913,58.978,0.972
MYS,1914,70.866,1.085
MYS,1915,66.235,1.171
MYS,1916,60.487,1.547
MYS,1917,85.099,1.674
MYS,1918,92.391,1.719
MYS,1919,61.885,1.847
MYS,1920,62.166,2.225
MYS,1921,52.516,2.562
MYS,1922,26.205,3.209
MYS,1923,49.399,3.837
MYS,1924,33.803,3.776
MYS,1925,35.575,4.278
MYS,1926,23.215,4.756
MYS,1927,15.883,4.762
MYS,1928,26.009,5.224
MYS,1929,38.383,5.56
MYS,1930,62.871,5.134
MYS,1931,51.505,4.183
MYS,1932,41.865,3.279
MYS,1933,58.337,3.108
MYS,1934,64.072,3.281
MYS,1935,54.592,3.387
MYS,1936,31.252,3.662
MYS,1937,66.65,3.995
MYS,1938,67.572,3.599
MYS,1939,54.378,3.423
MYS,1940,70.629,4.324
MYS,1941,81.478,3.97
MYS,1942,90.782,2.454
MYS,1943,72.147,3.138
MYS,1944,78.035,2.946
MYS,1945,77.767,2.478
MYS,1946,73.204,2.494
MYS,1947,83.452,2.602
MYS,1948,77.697,3.151
MYS,1949,79.594,3.226
MYS,1950,57.111,5.757
MYS,1951,53.3,7.376
MYS,1952,53.165,8.593
MYS,1953,50.066,8.791
MYS,1954,52.314,9.366
MYS,1955,49.92,9.859
MYS,1956,47.722,10.073
MYS,1957,41.498,6.353
MYS,1958,43.505,6.794
MYS,1959,37.33,6.172
MYS,1960,38.796,7.371
MYS,1961,57.234,7.992
MYS,1962,87.413,8.194
MYS,1963,84.491,9.45
MYS,1964,114.751,11.284
MYS,1965,77.618,12.458
MYS,1966,93.919,14.17
MYS,1967,122.552,14.602
MYS,1968,108.038,15.149
MYS,1969,133.467,13.687
MYS,1970,119.363,19.487
MYS,1971,142.753,21.737
MYS,1972,135.935,23.465
MYS,1973,122.954,23.167
MYS,1974,143.008,24.726
MYS,1975,151.109,25.605
MYS,1976,179.077,31.32
MYS,1977,180.842,30.463
MYS,1978,179.438,32.626
MYS,1979,171.589,38.111
MYS,1980,180.375,38.762
MYS,1981,167.185,41.341
MYS,1982,179.971,42.207
MYS,1983,162.61,52.438
MYS,1984,211.995,51.899
MYS,1985,279.98,54.151
MYS,1986,355.055,60.789
MYS,1987,352.39,61.898
MYS,1988,376.068,65.021
MYS,1989,289.922,73.73
MYS,1990,251.727,78.747
MYS,1991,235.772,92.498
MYS,1992,253.293,100.421
MYS,1993,277.716,115.393
MYS,1994,260.021,117.19
MYS,1995,259.387,140.078
MYS,1996,259.979,145.668
MYS,1997,262.316,158.576
MYS,1998,273.402,147.258
MYS,1999,254.128,142.62
MYS,2000,237.723,164.813
MYS,2001,273.839,172.842
MYS,2002,274.638,175.506
MYS,2003,304.425,200.916
MYS,2004,306.925,220.621
MYS,2005,305.244,223.414
MYS,2006,315.541,224.331
MYS,2007,333.424,229.324
MYS,2008,358.694,248.975
MYS,2009,384.262,246.573
MYS,2010,409.809,251.204
MYS,2011,451.691,255.162
MYS,2012,456.747,264.689
MYS,2013,473.274,296.237
MYS,2014,572.301,300.671
MYS,2015,469.119,292.077
MYS,2016,435.536,294.11
MYS,2017,411.639,301.048
MYS,2018,412.981,320.746
MYS,2019,412.759,339.052
MYS,2020,391.517,319.589
MYS,2021,399.103,331.125
MYS,2022,414.272,345.534
MYS,2023,415.634,347.995
MDV,1850,0.002,0.002
MDV,1851,0.002,0.002
MDV,1852,0.002,0.002
MDV,1853,0.002,0.002
MDV,1854,0.002,0.002
MDV,1855,0.002,0.002
MDV,1856,0.002,0.002
MDV,1857,0.002,0.002
MDV,1858,0.002,0.002
MDV,1859,0.002,0.002
MDV,1860,0.002,0.002
MDV,1861,0.002,0.002
MDV,1862,0.002,0.002
MDV,1863,0.002,0.002
MDV,1864,0.002,0.002
MDV,1865,0.002,0.002
MDV,1866,0.002,0.002
MDV,1867,0.002,0.002
MDV,1868,0.003,0.002
MDV,1869,0.003,0.003
MDV,1870,0.003,0.003
MDV,1871,0.003,0.003
MDV,1872,0.003,0.003
MDV,1873,0.003,0.003
MDV,1874,0.003,0.003
MDV,1875,0.003,0.003
MDV,1876,0.003,0.003
MDV,1877,0.003,0.003
MDV,1878,0.003,0.003
MDV,1879,0.003,0.003
MDV,1880,0.003,0.003
MDV,1881,0.003,0.003
MDV,1882,0.003,0.003
MDV,1883,0.003,0.003
MDV,1884,0.003,0.003
MDV,1885,0.003,0.003
MDV,1886,0.003,0.003
MDV,1887,0.003,0.003
MDV,1888,0.003,0.003
MDV,1889,0.003,0.003
MDV,1890,0.003,0.003
MDV,1891,0.003,0.003
MDV,1892,0.003,0.003
MDV,1893,0.003,0.003
MDV,1894,0.003,0.003
MDV,1895,0.003,0.003
MDV,1896,0.003,0.003
MDV,1897,0.004,0.003
MDV,1898,0.004,0.003
MDV,1899,0.004,0.004
MDV,1900,0.004,0.004
MDV,1901,0.004,0.004
MDV,1902,0.004,0.004
MDV,1903,0.004,0.004
MDV,1904,0.004,0.004
MDV,1905,0.004,0.004
MDV,1906,0.004,0.004
MDV,1907,0.004,0.004
MDV,1908,0.004,0.004
MDV,1909,0.004,0.004
MDV,1910,0.004,0.004
MDV,1911,0.004,0.004
MDV,1912,0.004,0.004
MDV,1913,0.004,0.004
MDV,1914,0.004,0.004
MDV,1915,0.004,0.004
MDV,1916,0.005,0.004
MDV,1917,0.005,0.005
MDV,1918,0.005,0.005
MDV,1919,0.005,0.005
MDV,1920,0.005,0.005
MDV,1921,0.005,0.005
MDV,1922,0.005,0.005
MDV,1923,0.005,0.005
MDV,1924,0.005,0.005
MDV,1925,0.006,0.006
MDV,1926,0.006,0.006
MDV,1927,0.006,0.006
MDV,1928,0.006,0.006
MDV,1929,0.006,0.006
MDV,1930,0.006,0.006
MDV,1931,0.006,0.006
MDV,1932,0.007,0.007
MDV,1933,0.007,0.007
MDV,1934,0.007,0.007
MDV,1935,0.007,0.007
MDV,1936,0.007,0.007
MDV,1937,0.007,0.007
MDV,1938,0.008,0.008
MDV,1939,0.008,0.008
MDV,1940,0.008,0.008
MDV,1941,0.008,0.008
MDV,1942,0.009,0.009
MDV,1943,0.009,0.009
MDV,1944,0.009,0.009
MDV,1945,0.01,0.009
MDV,1946,0.01,0.01
MDV,1947,0.01,0.01
MDV,1948,0.01,0.01
MDV,1949,0.011,0.011
MDV,1950,0.011,0.011
MDV,1951,0.011,0.011
MDV,1952,0.011,0.011
MDV,1953,0.012,0.012
MDV,1954,0.012,0.012
MDV,1955,0.012,0.012
MDV,1956,0.013,0.013
MDV,1957,0.013,0.013
MDV,1958,0.013,0.013
MDV,1959,0.014,0.014
MDV,1960,0.014,0.014
MDV,1961,0.015,0.015
MDV,1962,0.016,0.015
MDV,1963,0.016,0.016
MDV,1964,0.016,0.016
MDV,1965,0.017,0.017
MDV,1966,0.017,0.017
MDV,1967,0.018,0.018
MDV,1968,0.018,0.018
MDV,1969,0.019,0.019
MDV,1970,0.021,0.021
MDV,1971,0.026,0.026
MDV,1972,0.028,0.028
MDV,1973,0.029,0.029
MDV,1974,0.031,0.031
MDV,1975,0.036,0.036
MDV,1976,0.042,0.041
MDV,1977,0.047,0.047
MDV,1978,0.056,0.056
MDV,1979,0.065,0.065
MDV,1980,0.081,0.081
MDV,1981,0.087,0.087
MDV,1982,0.089,0.089
MDV,1983,0.095,0.095
MDV,1984,0.106,0.106
MDV,1985,0.116,0.116
MDV,1986,0.132,0.132
MDV,1987,0.134,0.134
MDV,1988,0.151,0.151
MDV,1989,0.182,0.182
MDV,1990,0.231,0.231
MDV,1991,0.214,0.214
MDV,1992,0.293,0.293
MDV,1993,0.262,0.262
MDV,1994,0.267,0.267
MDV,1995,0.322,0.322
MDV,1996,0.365,0.365
MDV,1997,0.408,0.408
MDV,1998,0.382,0.382
MDV,1999,0.505,0.505
MDV,2000,0.549,0.549
MDV,2001,0.557,0.557
MDV,2002,0.698,0.698
MDV,2003,0.612,0.612
MDV,2004,0.783,0.783
MDV,2005,0.719,0.719
MDV,2006,0.873,0.872
MDV,2007,0.917,0.915
MDV,2008,0.986,0.986
MDV,2009,1.032,1.031
MDV,2010,1.092,1.091
MDV,2011,1.149,1.148
MDV,2012,1.289,1.288
MDV,2013,1.278,1.277
MDV,2014,1.521,1.52
MDV,2015,1.476,1.474
MDV,2016,1.642,1.641
MDV,2017,1.727,1.725
MDV,2018,1.964,1.962
MDV,2019,2.231,2.23
MDV,2020,1.909,1.908
MDV,2021,2.21,2.208
MDV,2022,2.263,2.262
MDV,2023,2.31,2.309
MLI,1850,3.646,0.324
MLI,1851,3.74,0.325
MLI,1852,3.783,0.326
MLI,1853,3.805,0.327
MLI,1854,3.817,0.328
MLI,1855,3.825,0.329
MLI,1856,3.828,0.33
MLI,1857,3.83,0.331
MLI,1858,3.831,0.332
MLI,1859,3.83,0.333
MLI,1860,3.609,0.334
MLI,1861,3.532,0.336
MLI,1862,3.494,0.338
MLI,1863,3.474,0.34
MLI,1864,3.463,0.342
MLI,1865,3.459,0.344
MLI,1866,3.458,0.346
MLI,1867,3.461,0.348
MLI,1868,3.465,0.35
MLI,1869,3.471,0.352
MLI,1870,3.502,0.354
MLI,1871,3.526,0.356
MLI,1872,3.551,0.358
MLI,1873,3.58,0.361
MLI,1874,3.613,0.363
MLI,1875,3.649,0.365
MLI,1876,3.685,0.368
MLI,1877,3.72,0.37
MLI,1878,3.753,0.373
MLI,1879,3.781,0.375
MLI,1880,3.807,0.377
MLI,1881,3.834,0.38
MLI,1882,3.855,0.382
MLI,1883,3.871,0.384
MLI,1884,3.886,0.386
MLI,1885,3.9,0.388
MLI,1886,3.914,0.39
MLI,1887,3.928,0.392
MLI,1888,3.943,0.394
MLI,1889,3.958,0.396
MLI,1890,4.027,0.399
MLI,1891,4.059,0.401
MLI,1892,4.08,0.403
MLI,1893,4.096,0.406
MLI,1894,4.112,0.408
MLI,1895,4.127,0.41
MLI,1896,4.145,0.413
MLI,1897,4.165,0.415
MLI,1898,4.187,0.418
MLI,1899,4.212,0.42
MLI,1900,4.28,0.422
MLI,1901,4.367,0.428
MLI,1902,4.437,0.434
MLI,1903,4.498,0.44
MLI,1904,4.57,0.446
MLI,1905,4.643,0.452
MLI,1906,4.719,0.458
MLI,1907,4.82,0.464
MLI,1908,4.888,0.471
MLI,1909,4.962,0.477
MLI,1910,5.158,0.483
MLI,1911,5.3,0.489
MLI,1912,5.41,0.495
MLI,1913,5.518,0.501
MLI,1914,5.637,0.517
MLI,1915,5.763,0.522
MLI,1916,5.898,0.526
MLI,1917,6.013,0.53
MLI,1918,6.127,0.533
MLI,1919,6.222,0.537
MLI,1920,6.441,0.541
MLI,1921,6.626,0.547
MLI,1922,6.759,0.553
MLI,1923,6.891,0.56
MLI,1924,6.978,0.566
MLI,1925,7.119,0.572
MLI,1926,7.242,0.579
MLI,1927,7.338,0.593
MLI,1928,7.442,0.608
MLI,1929,7.547,0.623
MLI,1930,7.919,0.639
MLI,1931,8.099,0.655
MLI,1932,8.164,0.665
MLI,1933,8.161,0.675
MLI,1934,8.166,0.684
MLI,1935,8.074,0.694
MLI,1936,8.088,0.703
MLI,1937,8.164,0.715
MLI,1938,8.155,0.726
MLI,1939,8.198,0.738
MLI,1940,9.488,0.749
MLI,1941,10.35,0.762
MLI,1942,10.979,0.775
MLI,1943,11.529,0.789
MLI,1944,12.274,0.798
MLI,1945,12.853,0.814
MLI,1946,13.542,0.812
MLI,1947,14.138,0.813
MLI,1948,14.612,0.83
MLI,1949,14.453,0.851
MLI,1950,14.582,0.892
MLI,1951,17.059,0.911
MLI,1952,16.248,0.932
MLI,1953,16.239,0.953
MLI,1954,16.337,0.975
MLI,1955,16.374,0.997
MLI,1956,16.472,1.019
MLI,1957,16.411,1.041
MLI,1958,16.55,1.062
MLI,1959,16.847,1.132
MLI,1960,18.304,1.228
MLI,1961,18.368,1.245
MLI,1962,17.932,1.288
MLI,1963,17.541,1.346
MLI,1964,17.907,1.367
MLI,1965,18.304,1.411
MLI,1966,18.385,1.426
MLI,1967,18.373,1.481
MLI,1968,18.034,1.479
MLI,1969,20.258,1.467
MLI,1970,19.574,1.558
MLI,1971,19.339,1.6
MLI,1972,17.681,1.642
MLI,1973,19.028,1.69
MLI,1974,18.087,1.762
MLI,1975,24.878,1.831
MLI,1976,21.618,1.852
MLI,1977,21.096,1.945
MLI,1978,19.538,1.964
MLI,1979,20.051,2.008
MLI,1980,22.211,2.002
MLI,1981,21.418,2.046
MLI,1982,22.616,2.218
MLI,1983,20.344,2.299
MLI,1984,19.743,2.329
MLI,1985,17.851,2.418
MLI,1986,17.996,2.377
MLI,1987,19.226,2.415
MLI,1988,19.555,2.527
MLI,1989,20.664,2.646
MLI,1990,22.114,2.736
MLI,1991,27.683,2.778
MLI,1992,57.729,2.798
MLI,1993,48.233,2.856
MLI,1994,49.586,3.067
MLI,1995,81.841,3.194
MLI,1996,58.015,3.291
MLI,1997,47.303,3.266
MLI,1998,39.988,3.734
MLI,1999,36.473,3.925
MLI,2000,37.928,4.015
MLI,2001,50.349,4.247
MLI,2002,72.973,4.332
MLI,2003,44.703,4.462
MLI,2004,59.246,4.834
MLI,2005,46.76,4.994
MLI,2006,43.244,5.171
MLI,2007,49.216,5.518
MLI,2008,50.428,5.822
MLI,2009,47.99,5.825
MLI,2010,49.978,6.179
MLI,2011,50.103,6.489
MLI,2012,51.087,6.744
MLI,2013,51.88,7.225
MLI,2014,52.821,7.737
MLI,2015,54.533,8.261
MLI,2016,58.075,9.398
MLI,2017,58.882,10.012
MLI,2018,60.128,10.551
MLI,2019,61.377,11.092
MLI,2020,64.379,11.946
MLI,2021,65.541,12.52
MLI,2022,67.272,12.755
MLI,2023,67.966,12.625
MLT,1850,0.05,0.014
MLT,1851,0.048,0.014
MLT,1852,0.046,0.014
MLT,1853,0.044,0.014
MLT,1854,0.043,0.014
MLT,1855,0.042,0.014
MLT,1856,0.042,0.014
MLT,1857,0.041,0.014
MLT,1858,0.04,0.014
MLT,1859,0.04,0.014
MLT,1860,0.039,0.014
MLT,1861,0.039,0.014
MLT,1862,0.039,0.015
MLT,1863,0.038,0.015
MLT,1864,0.038,0.015
MLT,1865,0.038,0.015
MLT,1866,0.037,0.015
MLT,1867,0.037,0.015
MLT,1868,0.037,0.015
MLT,1869,0.037,0.015
MLT,1870,0.037,0.015
MLT,1871,0.036,0.015
MLT,1872,0.036,0.015
MLT,1873,0.036,0.015
MLT,1874,0.037,0.015
MLT,1875,0.037,0.015
MLT,1876,0.037,0.015
MLT,1877,0.037,0.016
MLT,1878,0.037,0.016
MLT,1879,0.037,0.016
MLT,1880,0.037,0.016
MLT,1881,0.037,0.016
MLT,1882,0.037,0.016
MLT,1883,0.037,0.016
MLT,1884,0.037,0.016
MLT,1885,0.037,0.016
MLT,1886,0.038,0.016
MLT,1887,0.038,0.016
MLT,1888,0.038,0.016
MLT,1889,0.038,0.017
MLT,1890,0.038,0.017
MLT,1891,0.038,0.017
MLT,1892,0.038,0.017
MLT,1893,0.039,0.017
MLT,1894,0.039,0.017
MLT,1895,0.04,0.017
MLT,1896,0.04,0.017
MLT,1897,0.041,0.017
MLT,1898,0.042,0.017
MLT,1899,0.043,0.017
MLT,1900,0.044,0.018
MLT,1901,0.045,0.018
MLT,1902,0.046,0.018
MLT,1903,0.046,0.018
MLT,1904,0.047,0.018
MLT,1905,0.047,0.018
MLT,1906,0.047,0.018
MLT,1907,0.048,0.018
MLT,1908,0.048,0.019
MLT,1909,0.047,0.019
MLT,1910,0.046,0.019
MLT,1911,0.045,0.019
MLT,1912,0.044,0.019
MLT,1913,0.044,0.019
MLT,1914,0.043,0.019
MLT,1915,0.043,0.019
MLT,1916,0.043,0.019
MLT,1917,0.042,0.019
MLT,1918,0.042,0.02
MLT,1919,0.041,0.02
MLT,1920,0.041,0.02
MLT,1921,0.041,0.02
MLT,1922,0.04,0.02
MLT,1923,0.04,0.02
MLT,1924,0.04,0.02
MLT,1925,0.04,0.02
MLT,1926,0.04,0.02
MLT,1927,0.039,0.021
MLT,1928,0.039,0.021
MLT,1929,0.039,0.021
MLT,1930,0.039,0.021
MLT,1931,0.038,0.021
MLT,1932,0.038,0.021
MLT,1933,0.038,0.021
MLT,1934,0.037,0.021
MLT,1935,0.037,0.022
MLT,1936,0.037,0.022
MLT,1937,0.037,0.022
MLT,1938,0.037,0.022
MLT,1939,0.037,0.022
MLT,1940,0.037,0.022
MLT,1941,0.038,0.023
MLT,1942,0.039,0.023
MLT,1943,0.04,0.024
MLT,1944,0.042,0.025
MLT,1945,0.045,0.026
MLT,1946,0.047,0.027
MLT,1947,0.05,0.028
MLT,1948,0.052,0.029
MLT,1949,0.054,0.031
MLT,1950,0.302,0.278
MLT,1951,0.313,0.29
MLT,1952,0.298,0.277
MLT,1953,0.287,0.266
MLT,1954,0.364,0.344
MLT,1955,0.397,0.379
MLT,1956,0.355,0.335
MLT,1957,0.368,0.351
MLT,1958,0.386,0.37
MLT,1959,0.445,0.43
MLT,1960,0.399,0.383
MLT,1961,0.351,0.336
MLT,1962,0.38,0.374
MLT,1963,0.45,0.456
MLT,1964,0.533,0.545
MLT,1965,0.504,0.521
MLT,1966,0.453,0.463
MLT,1967,0.563,0.571
MLT,1968,0.686,0.69
MLT,1969,0.707,0.705
MLT,1970,0.718,0.718
MLT,1971,0.72,0.715
MLT,1972,0.9,0.896
MLT,1973,0.87,0.863
MLT,1974,0.801,0.8
MLT,1975,0.726,0.722
MLT,1976,0.854,0.818
MLT,1977,0.893,0.859
MLT,1978,1.022,0.992
MLT,1979,0.982,0.962
MLT,1980,1.096,1.081
MLT,1981,1.212,1.203
MLT,1982,1.388,1.373
MLT,1983,1.086,1.056
MLT,1984,1.47,1.425
MLT,1985,1.31,1.257
MLT,1986,1.611,1.552
MLT,1987,1.987,1.924
MLT,1988,2.15,2.083
MLT,1989,2.315,2.244
MLT,1990,2.578,2.502
MLT,1991,2.427,2.349
MLT,1992,2.463,2.373
MLT,1993,3.063,2.974
MLT,1994,2.822,2.75
MLT,1995,2.612,2.551
MLT,1996,2.679,2.63
MLT,1997,2.702,2.658
MLT,1998,2.664,2.633
MLT,1999,2.718,2.682
MLT,2000,2.632,2.578
MLT,2001,2.942,2.852
MLT,2002,2.957,2.863
MLT,2003,3.156,3.084
MLT,2004,3.027,2.974
MLT,2005,2.846,2.789
MLT,2006,2.867,2.81
MLT,2007,2.947,2.892
MLT,2008,2.983,2.893
MLT,2009,2.857,2.746
MLT,2010,2.917,2.816
MLT,2011,2.917,2.827
MLT,2012,2.972,2.878
MLT,2013,2.62,2.553
MLT,2014,2.604,2.542
